tst1,23, Private, 122272, Bachelors, 13, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 30, United-States,?
tst373,33, Private, 376483, Bachelors, 13, Married-civ-spouse, Adm-clerical, Wife, Black, Female, 0, 0, 30, United-States,?
tst374,29, Private, 177651, Some-college, 10, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 45, United-States,?
tst375,61, Private, 202202, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst376,19, Private, 175652, 11th, 7, Never-married, Other-service, Other-relative, White, Female, 0, 0, 15, United-States,?
tst377,22, Private, 226327, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States,?
tst378,46, Local-gov, 375675, 12th, 8, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 35, United-States,?
tst379,25, Private, 151810, HS-grad, 9, Never-married, Machine-op-inspct, Not-in-family, Black, Male, 0, 0, 28, United-States,?
tst380,27, Private, 130067, Some-college, 10, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 65, United-States,?
tst381,37, Private, 152909, Assoc-voc, 11, Married-civ-spouse, Adm-clerical, Husband, White, Male, 7688, 0, 40, United-States,?
tst382,70, Private, 77219, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 37, United-States,?
tst383,42, Private, 190543, Some-college, 10, Married-civ-spouse, Tech-support, Wife, White, Female, 0, 0, 40, United-States,?
tst384,42, Private, 445940, 9th, 5, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, Mexico,?
tst385,47, Private, 168195, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 55, United-States,?
tst386,39, Private, 286789, Doctorate, 16, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States,?
tst387,51, Private, 182314, Masters, 14, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States,?
tst388,31, Private, 154227, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 43, United-States,?
tst389,45, Private, 106113, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States,?
tst390,25, Self-emp-not-inc, 60828, Some-college, 10, Never-married, Farming-fishing, Own-child, White, Female, 0, 0, 50, United-States,?
tst391,30, Private, 175856, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 38, United-States,?
tst392,59, Self-emp-not-inc, 116878, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, Greece,?
tst393,43, Private, 200835, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst394,30, Private, 61272, 9th, 5, Married-civ-spouse, Machine-op-inspct, Wife, White, Female, 0, 0, 40, Portugal,?
tst395,46, Private, 28225, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 58, United-States,?
tst396,38, Self-emp-not-inc, 127961, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 45, United-States,?
tst397,45, Private, 207277, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States,?
tst398,50, Private, 192982, HS-grad, 9, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 1848, 40, United-States,?
tst399,45, Private, 205424, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 65, United-States,?
tst400,20, Private, 154779, Some-college, 10, Never-married, Sales, Other-relative, Other, Female, 0, 0, 40, United-States,?
tst401,22, Private, 112847, HS-grad, 9, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male, 0, 0, 40, United-States,?
tst402,42, Private, 37937, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 55, United-States,?
tst403,34, Private, 176469, Bachelors, 13, Never-married, Sales, Not-in-family, White, Male, 0, 0, 38, United-States,?
tst404,39, Private, 191002, HS-grad, 9, Never-married, Sales, Not-in-family, White, Female, 0, 0, 40, Poland,?
tst405,50, Federal-gov, 166419, 11th, 7, Never-married, Sales, Not-in-family, Black, Female, 3674, 0, 40, United-States,?
tst406,61, Self-emp-not-inc, 133969, HS-grad, 9, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male, 0, 0, 63, South,?
tst407,44, Self-emp-not-inc, 26669, Assoc-acdm, 12, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 99, United-States,?
tst408,19, Private, 136866, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 45, United-States,?
tst409,32, Self-emp-inc, 113543, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States,?
tst410,59, Private, 121912, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States,?
tst411,60, Private, 147473, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States,?
tst412,39, Private, 224531, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 7298, 0, 40, United-States,?
tst413,31, Private, 173495, HS-grad, 9, Never-married, Other-service, Own-child, White, Male, 0, 0, 35, United-States,?
tst414,29, Private, 133136, 12th, 8, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States,?
tst415,22, Self-emp-inc, 40767, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst416,25, Private, 212800, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 40, United-States,?
tst417,33, Private, 198211, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States,?
tst418,56, Self-emp-inc, 35723, 7th-8th, 4, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States,?
tst419,60, Private, 156616, HS-grad, 9, Widowed, Other-service, Unmarried, Black, Female, 0, 0, 40, United-States,?
tst420,21, Local-gov, 276840, 12th, 8, Never-married, Other-service, Own-child, Black, Male, 0, 0, 20, United-States,?
tst421,41, Private, 184846, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States,?
tst422,31, Private, 87891, Assoc-acdm, 12, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States,?
tst423,20, Private, 33551, HS-grad, 9, Never-married, Transport-moving, Own-child, White, Male, 0, 0, 40, United-States,?
tst424,40, Private, 169995, HS-grad, 9, Divorced, Craft-repair, Unmarried, White, Male, 0, 0, 40, United-States,?
tst425,43, Private, 115178, Assoc-voc, 11, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States,?
tst426,36, Private, 146311, 9th, 5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States,?
tst427,24, Self-emp-inc, 189148, Some-college, 10, Never-married, Transport-moving, Own-child, White, Male, 0, 0, 40, United-States,?
tst428,79, Private, 333230, HS-grad, 9, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male, 0, 0, 6, United-States,?
tst429,43, Federal-gov, 32016, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States,?
tst430,26, Federal-gov, 76900, Bachelors, 13, Never-married, Tech-support, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst431,19, ?, 217769, Some-college, 10, Never-married, ?, Own-child, White, Female, 594, 0, 10, United-States,?
tst432,53, Private, 200190, Assoc-acdm, 12, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 80, United-States,?
tst433,23, Private, 184589, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 21, United-States,?
tst434,34, Self-emp-not-inc, 289731, 11th, 7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States,?
tst435,36, Local-gov, 357720, Assoc-voc, 11, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst436,58, Private, 201344, Bachelors, 13, Divorced, Craft-repair, Own-child, White, Female, 0, 0, 20, United-States,?
tst437,29, Private, 216479, HS-grad, 9, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst438,53, Private, 31460, HS-grad, 9, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst439,46, Private, 174426, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States,?
tst440,30, Private, 112650, HS-grad, 9, Divorced, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States,?
tst441,27, Local-gov, 124680, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst442,55, Private, 229029, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 48, United-States,?
tst443,20, Private, 34590, Some-college, 10, Never-married, Farming-fishing, Own-child, White, Male, 0, 0, 60, United-States,?
tst444,58, Private, 163113, HS-grad, 9, Widowed, Sales, Not-in-family, White, Female, 0, 0, 35, United-States,?
tst445,46, Self-emp-not-inc, 342907, HS-grad, 9, Married-civ-spouse, Sales, Husband, Black, Male, 0, 0, 60, United-States,?
tst446,24, Private, 100669, Some-college, 10, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male, 0, 0, 30, United-States,?
tst447,23, Private, 363219, Some-college, 10, Never-married, Priv-house-serv, Not-in-family, White, Female, 0, 0, 6, United-States,?
tst448,30, Private, 242460, HS-grad, 9, Separated, Craft-repair, Not-in-family, White, Male, 0, 0, 50, United-States,?
tst449,26, Private, 152436, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 50, United-States,?
tst450,47, Private, 285200, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst451,45, Private, 201699, Assoc-voc, 11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States,?
tst452,30, Private, 205950, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States,?
tst453,38, Private, 235379, Assoc-acdm, 12, Never-married, Prof-specialty, Unmarried, White, Female, 0, 0, 36, United-States,?
tst454,42, Private, 37869, Some-college, 10, Divorced, Machine-op-inspct, Not-in-family, White, Male, 0, 1590, 40, United-States,?
tst455,33, Private, 34975, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States,?
tst456,59, Private, 232672, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States,?
tst457,32, Private, 140092, 11th, 7, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst458,51, Self-emp-not-inc, 74160, Masters, 14, Divorced, Prof-specialty, Unmarried, White, Male, 0, 0, 60, United-States,?
tst459,19, ?, 180976, 10th, 6, Never-married, ?, Unmarried, White, Female, 0, 0, 35, United-States,?
tst460,54, Private, 329266, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 44, United-States,?
tst461,42, Private, 106900, Assoc-voc, 11, Never-married, Tech-support, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst462,48, Federal-gov, 156410, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, Black, Male, 0, 0, 50, United-States,?
tst463,21, Private, 72593, HS-grad, 9, Never-married, Other-service, Own-child, White, Male, 0, 0, 40, United-States,?
tst464,54, Private, 96792, HS-grad, 9, Widowed, Other-service, Unmarried, White, Female, 0, 0, 32, United-States,?
tst465,21, Private, 77759, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 15, United-States,?
tst466,18, ?, 97318, HS-grad, 9, Never-married, ?, Own-child, White, Female, 0, 0, 35, United-States,?
tst467,46, Private, 315423, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 2042, 50, United-States,?
tst468,39, Self-emp-inc, 33975, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States,?
tst469,40, Private, 337456, HS-grad, 9, Divorced, Protective-serv, Unmarried, White, Female, 0, 0, 40, United-States,?
tst470,22, Private, 152744, Some-college, 10, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 40, Philippines,?
tst471,23, State-gov, 298871, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Vietnam,?
tst472,32, Self-emp-not-inc, 56328, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 8, United-States,?
tst473,20, Private, 256211, Some-college, 10, Never-married, Machine-op-inspct, Other-relative, Asian-Pac-Islander, Male, 0, 0, 40, Vietnam,?
tst474,37, Private, 161111, Bachelors, 13, Never-married, Sales, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst475,47, Private, 464945, HS-grad, 9, Never-married, Transport-moving, Not-in-family, White, Male, 0, 0, 45, United-States,?
tst476,52, Private, 246936, 11th, 7, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States,?
tst477,25, Private, 92093, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 20, United-States,?
tst478,46, Private, 142719, HS-grad, 9, Married-spouse-absent, Farming-fishing, Not-in-family, White, Male, 0, 0, 65, United-States,?
tst479,25, Private, 193820, Masters, 14, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 40, United-States,?
tst480,28, Private, 405793, Assoc-acdm, 12, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 45, United-States,?
tst481,35, Federal-gov, 35309, Bachelors, 13, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 28, ?,?
tst482,29, Self-emp-inc, 87745, Some-college, 10, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 60, United-States,?
tst483,53, Private, 233780, Assoc-voc, 11, Divorced, Adm-clerical, Not-in-family, Black, Female, 2202, 0, 40, United-States,?
tst484,62, Private, 118696, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst485,44, Private, 120057, Assoc-acdm, 12, Married-civ-spouse, Exec-managerial, Husband, White, Male, 4386, 0, 45, United-States,?
tst486,46, Private, 82946, HS-grad, 9, Never-married, Sales, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst487,51, Private, 104651, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States,?
tst488,60, Self-emp-not-inc, 137733, Bachelors, 13, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 50, United-States,?
tst489,43, Self-emp-not-inc, 311177, Some-college, 10, Never-married, Transport-moving, Not-in-family, Black, Male, 0, 0, 30, United-States,?
tst490,53, Private, 117814, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 38, United-States,?
tst491,25, Private, 29599, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 38, United-States,?
tst492,28, Self-emp-not-inc, 200515, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst493,37, Self-emp-not-inc, 301568, HS-grad, 9, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 35, United-States,?
tst494,40, Private, 294708, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, Black, Male, 0, 0, 40, United-States,?
tst495,29, Private, 239632, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst496,26, Private, 142689, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 45, ?,?
tst497,24, Private, 19410, HS-grad, 9, Divorced, Sales, Unmarried, Amer-Indian-Eskimo, Female, 0, 0, 48, United-States,?
tst498,41, Local-gov, 144995, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 55, United-States,?
tst499,27, Private, 72887, HS-grad, 9, Never-married, Handlers-cleaners, Other-relative, Asian-Pac-Islander, Male, 0, 0, 40, United-States,?
tst500,39, State-gov, 152307, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States,?
tst501,50, Private, 136836, HS-grad, 9, Divorced, Prof-specialty, Unmarried, Black, Female, 0, 0, 40, United-States,?
tst502,27, Self-emp-inc, 120126, 9th, 5, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States,?
tst503,17, Private, 297246, 11th, 7, Never-married, Priv-house-serv, Own-child, White, Female, 0, 0, 9, United-States,?
tst504,38, Local-gov, 200153, Assoc-acdm, 12, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst505,34, Self-emp-not-inc, 114691, HS-grad, 9, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States,?
tst506,54, Private, 38795, 9th, 5, Separated, Craft-repair, Unmarried, White, Male, 0, 0, 40, United-States,?
tst507,19, Private, 285263, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 40, United-States,?
tst508,45, Private, 253116, 10th, 6, Divorced, Other-service, Unmarried, Black, Female, 0, 0, 40, United-States,?
tst509,42, Self-emp-not-inc, 212847, HS-grad, 9, Never-married, Farming-fishing, Own-child, White, Male, 0, 0, 85, United-States,?
tst510,27, Private, 185647, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 50, United-States,?
tst511,27, Private, 178778, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States,?
tst512,17, Private, 228399, 11th, 7, Never-married, Other-service, Own-child, White, Female, 0, 0, 7, United-States,?
tst513,48, Private, 161187, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 2463, 0, 40, United-States,?
tst514,59, Private, 157305, Preschool, 1, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, Dominican-Republic,?
tst515,24, Private, 321435, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst516,40, State-gov, 177083, Masters, 14, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 35, United-States,?
tst517,31, Private, 334744, HS-grad, 9, Separated, Transport-moving, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst518,35, Private, 52187, Some-college, 10, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 30, United-States,?
tst519,22, Private, 239612, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 20, United-States,?
tst520,37, Private, 164898, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 52, United-States,?
tst521,24, Private, 278155, Some-college, 10, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 30, United-States,?
tst522,22, State-gov, 190625, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 20, United-States,?
tst523,28, Private, 150025, 11th, 7, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, ?,?
tst524,54, Private, 172962, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States,?
tst525,37, Private, 212826, HS-grad, 9, Married-civ-spouse, Other-service, Husband, Black, Male, 0, 0, 40, United-States,?
tst526,45, State-gov, 319666, Prof-school, 15, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 43, United-States,?
tst527,46, Private, 332355, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States,?
tst528,21, ?, 188535, Some-college, 10, Never-married, ?, Own-child, White, Male, 0, 0, 40, United-States,?
tst529,24, ?, 203076, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 40, United-States,?
tst530,49, State-gov, 31650, Bachelors, 13, Married-civ-spouse, Prof-specialty, Other-relative, White, Female, 0, 0, 45, United-States,?
tst531,50, Private, 158284, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States,?
tst532,53, Private, 311350, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States,?
tst533,37, Private, 113750, Bachelors, 13, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States,?
tst534,18, Private, 186909, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 16, United-States,?
tst535,33, Private, 188861, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States,?
tst536,71, ?, 35303, Bachelors, 13, Married-civ-spouse, ?, Husband, White, Male, 9386, 0, 30, United-States,?
tst537,24, Private, 100345, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 20, United-States,?
tst538,40, Private, 176602, HS-grad, 9, Divorced, Other-service, Not-in-family, Black, Male, 0, 0, 40, United-States,?
tst539,37, Private, 231180, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States,?
tst540,22, Private, 310380, HS-grad, 9, Never-married, Adm-clerical, Unmarried, Black, Female, 0, 0, 40, United-States,?
tst541,27, Private, 501172, 5th-6th, 3, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, Mexico,?
tst542,26, Federal-gov, 218782, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, Other, Male, 0, 0, 40, United-States,?
tst543,54, Self-emp-inc, 146574, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst544,24, Private, 85041, HS-grad, 9, Separated, Other-service, Unmarried, White, Female, 0, 0, 25, United-States,?
tst545,49, ?, 202874, HS-grad, 9, Separated, ?, Unmarried, White, Female, 0, 0, 40, Columbia,?
tst546,22, State-gov, 96862, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States,?
tst547,34, Private, 154548, Some-college, 10, Never-married, Adm-clerical, Unmarried, White, Female, 0, 0, 38, United-States,?
tst548,35, Private, 30916, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 50, United-States,?
tst549,40, Private, 191544, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 35, United-States,?
tst550,30, State-gov, 231043, Assoc-voc, 11, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States,?
tst551,39, Federal-gov, 209609, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 50, United-States,?
tst552,40, Private, 191982, Assoc-voc, 11, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 40, United-States,?
tst553,52, Private, 129177, Bachelors, 13, Widowed, Other-service, Not-in-family, White, Female, 0, 2824, 20, United-States,?
tst554,29, Private, 244566, HS-grad, 9, Divorced, Machine-op-inspct, Unmarried, White, Male, 0, 0, 40, United-States,?
tst555,36, Private, 75073, Some-college, 10, Never-married, Craft-repair, Not-in-family, Black, Male, 0, 0, 55, United-States,?
tst556,29, Private, 262478, HS-grad, 9, Never-married, Farming-fishing, Own-child, Black, Male, 0, 0, 30, United-States,?
tst557,47, Self-emp-not-inc, 162236, Bachelors, 13, Never-married, Craft-repair, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst558,49, Local-gov, 193249, Assoc-acdm, 12, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States,?
tst559,37, Private, 64922, Bachelors, 13, Separated, Other-service, Not-in-family, White, Male, 0, 0, 70, England,?
tst560,39, Private, 156897, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 2258, 42, United-States,?
tst561,48, Local-gov, 187969, Masters, 14, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 80, United-States,?
tst562,18, Private, 190325, 11th, 7, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 30, United-States,?
tst563,52, Private, 180881, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States,?
tst564,32, Private, 36467, Assoc-acdm, 12, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 45, United-States,?
tst565,25, Private, 40512, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 3674, 0, 30, United-States,?
tst566,20, ?, 236523, 10th, 6, Never-married, ?, Own-child, Black, Male, 0, 0, 40, United-States,?
tst567,38, Private, 110713, Assoc-acdm, 12, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States,?
tst568,32, Private, 222221, Assoc-voc, 11, Married-civ-spouse, Prof-specialty, Husband, White, Male, 7298, 0, 42, United-States,?
tst569,41, Private, 108681, Some-college, 10, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States,?
tst570,50, Private, 118058, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 50, United-States,?
tst571,26, Private, 158810, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 70, United-States,?
tst572,22, Private, 152878, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States,?
tst573,31, Private, 117816, 7th-8th, 4, Divorced, Handlers-cleaners, Other-relative, White, Male, 0, 0, 70, United-States,?
tst574,45, Federal-gov, 171335, Masters, 14, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States,?
tst575,21, Private, 132320, 11th, 7, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 35, United-States,?
tst576,43, Private, 281422, Assoc-acdm, 12, Never-married, Adm-clerical, Not-in-family, Black, Female, 0, 0, 45, United-States,?
tst577,31, Private, 80933, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 52, United-States,?
tst578,56, State-gov, 175057, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States,?
tst579,31, Private, 117507, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 45, United-States,?
tst580,41, Private, 384508, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States,?
tst581,39, State-gov, 122353, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States,?
tst582,23, Private, 188409, 11th, 7, Married-civ-spouse, Transport-moving, Husband, White, Male, 4508, 0, 25, United-States,?
tst583,52, Private, 259363, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States,?
tst584,19, Private, 299050, 11th, 7, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 60, United-States,?
tst585,28, Private, 141957, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States,?
tst586,37, Private, 267085, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst587,36, Private, 229180, Some-college, 10, Divorced, Craft-repair, Unmarried, White, Female, 0, 0, 40, Cuba,?
tst588,76, Private, 70697, 7th-8th, 4, Widowed, Other-service, Not-in-family, White, Female, 0, 0, 25, United-States,?
tst589,45, Local-gov, 255559, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst590,28, Private, 197484, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States,?
tst591,43, Self-emp-inc, 150533, Assoc-acdm, 12, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States,?
tst592,56, Private, 208431, Some-college, 10, Widowed, Exec-managerial, Not-in-family, Black, Female, 0, 0, 32, United-States,?
